Transaction Number,Transaction Date,Transaction Type,Transaction Description,Debit Amount,Credit Amount,Balance,Category,Location City,Location Country
6253,25/11/2015,BP,SAVE THE CHANGE,2.71,,7862.35,Savings,Swansea,UK
6254,24/11/2015,DEB,Amazon UK Retail,7.99,,7865.06,Amazon,Swansea,UK
6255,24/11/2015,DEB,Amazon UK Marketpl,7.39,,7873.05,Amazon,Swansea,UK
6256,24/11/2015,DEB,Amazon UK Marketpl,6.59,,7880.44,Amazon,Swansea,UK
6257,24/11/2015,DEB,Amazon UK Marketpl,2.25,,7887.03,Amazon,Swansea,UK
6258,24/11/2015,DEB,Amazon UK Marketpl,1.07,,7889.28,Amazon,Swansea,UK
6259,24/11/2015,BP,SAVE THE CHANGE,2.31,,7890.35,Savings,Swansea,UK
6260,23/11/2015,DEB,Amazon UK Retail,16.11,,7892.66,Amazon,Swansea,UK
6261,23/11/2015,DEB,Amazon UK Retail,7.49,,7908.77,Amazon,Swansea,UK
6262,23/11/2015,DEB,Amazon UK Marketpl,30.27,,7916.26,Amazon,Swansea,UK
6263,23/11/2015,DEB,Amazon UK Marketpl,6.89,,7946.53,Amazon,Swansea,UK
6264,23/11/2015,DEB,Amazon UK Marketpl,2.93,,7953.42,Amazon,Swansea,UK
6265,23/11/2015,DD,VIRGIN MEDIA PYMTS,37.78,,7956.35,Bills,Nottingham,UK
6266,20/11/2015,BP,SAVE THE CHANGE,0.9,,7994.13,Savings,Swansea,UK
6267,19/11/2015,DEB,GWR STOKE GIFF SST,26.1,,7995.03,Travel,Bristol,
6268,19/11/2015,BP,SAVE THE CHANGE,1.7,,8021.13,Savings,Swansea,UK
6269,18/11/2015,DEB,IZ *Friska Ltd,5.25,,8022.83,Dine Out,Bristol,UK
6270,18/11/2015,DEB,PREMIER INN4401262,109.05,,8028.08,Hotels,,
6271,18/11/2015,DEB,CLKBANK*COM_REFUND,,39.62,8137.13,Supplementary Income,Swansea,UK
6272,17/11/2015,CPT,LNK UNION STREET,20,,8097.51,Cash,,
6273,17/11/2015,BP,SAVE THE CHANGE,2.95,,8117.51,Savings,Swansea,UK
6274,16/11/2015,DEB,Amazon UK Marketpl,13.64,,8120.46,Amazon,Swansea,UK
6275,16/11/2015,DEB,Amazon UK Retail,4.72,,8134.1,Amazon,Swansea,UK
6276,16/11/2015,DEB,Amazon UK Marketpl,2.02,,8138.82,Amazon,Swansea,UK
6277,16/11/2015,DEB,Amazon UK Marketpl,0.82,,8140.84,Amazon,Swansea,UK
6278,16/11/2015,DEB,Amazon UK Retail,27.46,,8141.66,Amazon,Swansea,UK
6279,16/11/2015,DEB,Amazon UK Marketpl,3.39,,8169.12,Amazon,Swansea,UK
6280,16/11/2015,DD,O2,19.02,,8172.51,Other Shopping,Swansea,UK
6281,13/11/2015,BP,SAVE THE CHANGE,0.85,,8191.53,Savings,Swansea,UK
6282,12/11/2015,DEB,Amazon UK Marketpl,11.95,,8192.38,Amazon,Swansea,UK
6283,12/11/2015,DEB,Amazon UK Retail,5.2,,8204.33,Amazon,Swansea,UK
6284,12/11/2015,BP,SAVE THE CHANGE,0.61,,8209.53,Savings,Swansea,UK
6285,11/11/2015,DEB,Amazon UK Retail,8.39,,8210.14,Amazon,Swansea,UK
6286,11/11/2015,BP,SAVE THE CHANGE,0.62,,8218.53,Savings,Swansea,UK
6287,10/11/2015,DEB,Amazon UK Retail,35.38,,8219.15,Amazon,Swansea,UK
6288,10/11/2015,BP,SAVE THE CHANGE,0.04,,8254.53,Savings,Swansea,UK
6289,09/11/2015,DEB,Amazon UK Marketpl,20.97,,8254.57,Amazon,Swansea,UK
6290,09/11/2015,DEB,Amazon UK Marketpl,4.99,,8275.54,Amazon,Swansea,UK
6291,09/11/2015,DD,LV LIFE,37.12,,8280.53,Insurance,Swansea,UK
6292,09/11/2015,BP,SAVE THE CHANGE,0.99,,8317.65,Savings,Swansea,UK
6293,06/11/2015,DEB,Amazon UK Marketpl,4.01,,8318.64,Amazon,Swansea,UK
6294,06/11/2015,BP,SAVE THE CHANGE,0.72,,8322.65,Savings,Swansea,UK
6295,05/11/2015,DEB,Amazon UK Marketpl,12.99,,8323.37,Amazon,Swansea,UK
6296,05/11/2015,DEB,Amazon UK Retail,9.29,,8336.36,Amazon,Swansea,UK
6297,05/11/2015,BP,SAVE THE CHANGE,1.32,,8345.65,Savings,Swansea,UK
6298,04/11/2015,DEB,Amazon UK Marketpl,9.59,,8346.97,Amazon,Swansea,UK
6299,04/11/2015,DEB,Amazon UK Marketpl,4.09,,8356.56,Amazon,Swansea,UK
6300,04/11/2015,BP,SAVE THE CHANGE,1.38,,8360.65,Savings,Swansea,UK
6301,03/11/2015,DEB,Amazon UK Marketpl,57.47,,8362.03,Amazon,Swansea,UK
6302,03/11/2015,DEB,Amazon UK Retail,12.39,,8419.5,Amazon,Swansea,UK
6303,03/11/2015,DD,ASSURANT INTER LTD,35.56,,8431.89,Insurance,Swansea,UK
6304,03/11/2015,DEB,NON-STG PURCH FEE,1,,8467.45,Others,Swansea,UK
6305,03/11/2015,DEB,NON-STG TRANS FEE,27.2,,8468.45,Others,Swansea,UK
6306,03/11/2015,DEB,HILTON HOTELS PALM,909.76,,8495.65,Hotels,,
6307,03/11/2015,BP,SAVE THE CHANGE,0.46,,9405.41,Savings,Swansea,UK
6308,02/11/2015,FEE,ACCOUNT FEE,9.95,,9405.87,Bills,Swansea,UK
6309,02/11/2015,,INTEREST (NET),,5.23,9415.82,Interest,Swansea,UK
6310,02/11/2015,DEB,Amazon UK Marketpl,1.59,,9410.59,Amazon,Swansea,UK
6311,02/11/2015,DEB,Amazon UK Marketpl,3.95,,9412.18,Amazon,Swansea,UK
6312,02/11/2015,DD,NATWEST BANK,748.13,,9416.13,Mortgage,Swansea,UK
6313,02/11/2015,DD,GOOD ENERGY GAS,43,,10164.26,Bills,Swansea,UK
6314,02/11/2015,DD,DWR CYMRU W WATER,14.5,,10207.26,Bills,Swansea,UK
6315,02/11/2015,DD,GOOD ENERGY LTD,13,,10221.76,Bills,Swansea,UK
6316,02/11/2015,DD,TV LICENCE MBP,12.12,,10234.76,Bills,Swansea,UK
6317,02/11/2015,SO,ESAVINGS ACCOUNT,300,,10246.88,Savings,Swansea,UK
6318,02/11/2015,BP,SAVE THE CHANGE,1.14,,10546.88,Savings,Swansea,UK
6319,30/10/2015,DD,UNIV & COL UNION,22.37,,10548.02,Services,Swansea,UK
6320,30/10/2015,DEB,NON-STG CASH FEE,2,,10570.39,Others,Swansea,UK
6321,30/10/2015,DEB,NON-STG TRANS FEE,3.91,,10572.39,Others,Swansea,UK
6322,30/10/2015,DEB,17 E MONROE ST LBB,130.94,,10576.3,Services,Swansea,UK
6323,30/10/2015,DEB,NON-STG PURCH FEE,1,,10707.24,Others,Swansea,UK
6324,30/10/2015,DEB,NON-STG TRANS FEE,0.74,,10708.24,Others,Swansea,UK
6325,30/10/2015,DEB,FEELINGS GIFT SHOP,25.03,,10708.98,Other Shopping,,
6326,30/10/2015,DEB,NON-STG PURCH FEE,1,,10734.01,Others,Swansea,UK
6327,30/10/2015,DEB,NON-STG TRANS FEE,0.32,,10735.01,Others,Swansea,UK
6328,30/10/2015,DEB,FRESHII - 653,10.83,,10735.33,Dine Out,,
6329,30/10/2015,BP,SAVE THE CHANGE,0.18,,10746.16,Savings,Swansea,UK
6330,30/10/2015,BGC,SWANSEA UNIVERSITY,,3064.27,10746.34,Supplementary Income,Swansea,UK
6331,29/10/2015,DEB,NON-STG PURCH FEE,1,,7682.07,Others,Swansea,UK
6332,29/10/2015,DEB,NON-STG TRANS FEE,3.1,,7683.07,Others,Swansea,UK
6333,29/10/2015,DEB,SKECHERS-USA #229,103.82,,7686.17,Other Shopping,,
6334,29/10/2015,BP,SAVE THE CHANGE,0.35,,7789.99,Savings,Swansea,UK
6335,28/10/2015,DEB,NON-STG PURCH FEE,1,,7790.34,Others,Swansea,UK
6336,28/10/2015,DEB,NON-STG TRANS FEE,0.88,,7791.34,Others,Swansea,UK
6337,28/10/2015,DEB,ITALIAN VILLAGE,29.65,,7792.22,Dine Out,,
6338,28/10/2015,BP,SAVE THE CHANGE,0.01,,7821.87,Savings,Swansea,UK
6339,27/10/2015,DEB,CITY FLOWERS,9.99,,7821.88,Other Shopping,Nottingham,UK
6340,27/10/2015,BP,SAVE THE CHANGE,0.26,,7831.87,Savings,Swansea,UK
6341,26/10/2015,DEB,NON-STG PURCH FEE,1,,7832.13,Others,Swansea,UK
6342,26/10/2015,DEB,NON-STG TRANS FEE,4.5,,7833.13,Others,Swansea,UK
6343,26/10/2015,DEB,HILTON HOTELS PALM,150.74,,7837.63,Hotels,,
6344,26/10/2015,BP,SAVE THE CHANGE,0.6,,7988.37,Savings,Swansea,UK
6345,23/10/2015,DEB,SUSU TRADING LTD,59.4,,7988.97,Home Improvement,Swansea,UK
6346,22/10/2015,CPT,LNK FULTON HOUSE,142.86,,8048.37,Cash,Swansea,UK
6347,22/10/2015,CPT,LOYD WALES UNIV SW,150,,8191.23,Cash,Swansea,UK
6348,22/10/2015,BP,SAVE THE CHANGE,0.95,,8341.23,Savings,Swansea,UK
6349,21/10/2015,DEB,Amazon UK Marketpl,5.05,,8342.18,Amazon,Swansea,UK
6350,21/10/2015,DD,VIRGIN MEDIA PYMTS,37.78,,8347.23,Bills,Nottingham,UK
6351,21/10/2015,BP,SAVE THE CHANGE,0.05,,8385.01,Savings,Swansea,UK
6352,20/10/2015,DEB,Amazon UK Marketpl,3.95,,8385.06,Amazon,Swansea,UK
6353,20/10/2015,BP,SAVE THE CHANGE,0.33,,8389.01,Savings,Swansea,UK
6354,19/10/2015,DEB,JS ONLINE GROCERY,242.7,,8389.34,Groceries,Swansea,UK
6355,19/10/2015,DEB,Amazon UK Marketpl,6.97,,8632.04,Amazon,Swansea,UK
6356,19/10/2015,DEB,JS ONLINE GROCERY,,4.4,8639.01,Supplementary Income,Swansea,UK
6357,16/10/2015,CPT,LOYD WALES UNIV SW,50,,8634.61,Cash,Swansea,UK
6358,16/10/2015,DD,O2,32.55,,8684.61,Other Shopping,Swansea,UK
6359,16/10/2015,BP,SAVE THE CHANGE,0.05,,8717.16,Savings,Swansea,UK
6360,15/10/2015,DEB,Amazon UK Marketpl,24.95,,8717.21,Amazon,Swansea,UK
6361,15/10/2015,BP,SAVE THE CHANGE,0.1,,8742.16,Savings,Swansea,UK
6362,14/10/2015,DEB,Amazon UK Marketpl,9.9,,8742.26,Amazon,Swansea,UK
6363,14/10/2015,BP,SAVE THE CHANGE,0.57,,8752.16,Savings,Swansea,UK
6364,13/10/2015,DEB,Amazon UK Marketpl,11.95,,8752.73,Amazon,Swansea,UK
6365,13/10/2015,DEB,Amazon UK Marketpl,4.48,,8764.68,Amazon,Swansea,UK
6366,13/10/2015,BP,SAVE THE CHANGE,0.32,,8769.16,Savings,Swansea,UK
6367,12/10/2015,DEB,CLKBANK*COM_YS2DQ7,16.68,,8769.48,,,
6368,12/10/2015,BP,SAVE THE CHANGE,0.21,,8786.16,Savings,Swansea,UK
6369,09/10/2015,DEB,Amazon UK Marketpl,6.79,,8786.37,Amazon,Swansea,UK
6370,09/10/2015,DD,LV LIFE,37.12,,8793.16,Insurance,Swansea,UK
6371,09/10/2015,BP,SAVE THE CHANGE,0.63,,8830.28,Savings,Swansea,UK
6372,08/10/2015,DEB,Amazon Svcs Europe,17.4,,8830.91,Amazon,,
6373,08/10/2015,DEB,Amazon UK Retail,8.97,,8848.31,Amazon,Swansea,UK
6374,08/10/2015,BP,SAVE THE CHANGE,0.32,,8857.28,Savings,Swansea,UK
6375,07/10/2015,DEB,Amazon UK Marketpl,13.99,,8857.6,Amazon,Swansea,UK
6376,07/10/2015,DEB,Amazon UK Marketpl,4.69,,8871.59,Amazon,Swansea,UK
6377,07/10/2015,CHQ,42,418,,8876.28,Cash,Swansea,UK
6378,07/10/2015,BP,SAVE THE CHANGE,0.74,,9294.28,Savings,Swansea,UK
6379,06/10/2015,DEB,ITUNES.COM/BILL,3.99,,9295.02,Bills,Swansea,UK
6380,06/10/2015,DEB,Amazon UK Marketpl,1.27,,9299.01,Amazon,Swansea,UK
6381,06/10/2015,BP,SAVE THE CHANGE,2.01,,9300.28,Savings,Swansea,UK
6382,05/10/2015,DEB,Amazon UK Retail,12.99,,9302.29,Amazon,Swansea,UK
6383,05/10/2015,DEB,Amazon UK Marketpl,7.98,,9315.28,Amazon,Swansea,UK
6384,05/10/2015,DEB,Amazon UK Marketpl,7.66,,9323.26,Amazon,Swansea,UK
6385,05/10/2015,DEB,Amazon UK Marketpl,6.95,,9330.92,Amazon,Swansea,UK
6386,05/10/2015,DEB,Amazon UK Marketpl,6.95,,9337.87,Amazon,Swansea,UK
6387,05/10/2015,DEB,Amazon UK Marketpl,6.23,,9344.82,Amazon,Swansea,UK
6388,05/10/2015,DEB,Amazon UK Marketpl,5.88,,9351.05,Amazon,Swansea,UK
6389,05/10/2015,DEB,Amazon UK Marketpl,4.35,,9356.93,Amazon,Swansea,UK
6390,05/10/2015,DD,ASSURANT INTER LTD,35.56,,9361.28,Insurance,Swansea,UK
6391,05/10/2015,BP,SAVE THE CHANGE,2.5,,9396.84,Savings,Swansea,UK
6392,02/10/2015,DEB,NATIONAL WESTMINST,1030,,9399.34,Mortgage,Swansea,UK
6393,02/10/2015,DEB,Amazon UK Marketpl,17.16,,10429.34,Amazon,Swansea,UK
6394,02/10/2015,DEB,Amazon UK Marketpl,11.1,,10446.5,Amazon,Swansea,UK
6395,02/10/2015,DEB,Amazon UK Marketpl,3.24,,10457.6,Amazon,Swansea,UK
6396,02/10/2015,CPT,LOYD WALES UNIV SW,50,,10460.84,Cash,Swansea,UK
6397,02/10/2015,BP,SAVE THE CHANGE,0.52,,10510.84,Savings,Swansea,UK
6398,01/10/2015,FEE,ACCOUNT FEE,9.95,,10511.36,Bills,Swansea,UK
6399,01/10/2015,,INTEREST (NET),,4.9,10521.31,Interest,Swansea,UK
6400,01/10/2015,DEB,Amazon UK Retail,17.49,,10516.41,Amazon,Swansea,UK
6401,01/10/2015,DEB,Amazon UK Retail,14.99,,10533.9,Amazon,Swansea,UK
6402,01/10/2015,DD,NATWEST BANK,748.13,,10548.89,Mortgage,Swansea,UK
6403,01/10/2015,DD,CC SWANSEA C.TAX,122,,11297.02,Bills,Swansea,UK
6404,01/10/2015,DD,GOOD ENERGY GAS,43,,11419.02,Bills,Swansea,UK
6405,01/10/2015,DD,DWR CYMRU W WATER,14.5,,11462.02,Bills,Swansea,UK
6406,01/10/2015,DD,GOOD ENERGY LTD,13,,11476.52,Bills,Swansea,UK
6407,01/10/2015,DD,TV LICENCE MBP,12.12,,11489.52,Bills,Swansea,UK
6408,01/10/2015,SO,ESAVINGS ACCOUNT,300,,11501.64,Savings,Swansea,UK
6409,01/10/2015,BP,SAVE THE CHANGE,1.01,,11801.64,Savings,Swansea,UK
6410,30/09/2015,DEB,Amazon UK Marketpl,5.04,,11802.65,Amazon,Swansea,UK
6411,30/09/2015,DEB,Amazon UK Marketpl,4.95,,11807.69,Amazon,Swansea,UK
6412,30/09/2015,DD,UNIV & COL UNION,22.37,,11812.64,Services,Swansea,UK
6413,30/09/2015,BP,SAVE THE CHANGE,0.76,,11835.01,Savings,Swansea,UK
6414,30/09/2015,BGC,SWANSEA UNIVERSITY,,3043.03,11835.77,Supplementary Income,Swansea,UK
6415,29/09/2015,DEB,UPLANDS CHIROPRACT,50,,8792.74,Health,Swansea,UK
6416,29/09/2015,DEB,Amazon UK Marketpl,3.24,,8842.74,Amazon,Swansea,UK
6417,29/09/2015,BP,SAVE THE CHANGE,1.89,,8845.98,Savings,Swansea,UK
6418,28/09/2015,DEB,Amazon UK Retail,11.34,,8847.87,Amazon,Swansea,UK
6419,28/09/2015,DEB,CLKBANK*COM_RGEHNH,39.62,,8859.21,,,
6420,28/09/2015,DEB,Amazon Svcs Europe,2.15,,8898.83,Amazon,Swansea,UK
6421,25/09/2015,CPT,LOYD WALES UNIV SW,50,,8900.98,Cash,Swansea,UK
6422,25/09/2015,BGC,SWANSEA UNIVERSITY,,429.29,8950.98,Supplementary Income,Swansea,UK
6423,24/09/2015,BP,SAVE THE CHANGE,0.16,,8521.69,Savings,Swansea,UK
6424,23/09/2015,DEB,Amazon UK Marketpl,0.84,,8521.85,Amazon,Swansea,UK
6425,22/09/2015,BP,SAVE THE CHANGE,3.73,,8522.69,Savings,Swansea,UK
6426,21/09/2015,DEB,CYCLECHIC LTD,83.49,,8526.42,Other Shopping,Swansea,
6427,21/09/2015,DEB,AMAZON MKTPLACE PM,15.01,,8609.91,Amazon,Swansea,UK
6428,21/09/2015,DEB,Amazon UK Marketpl,8,,8624.92,Amazon,Swansea,UK
6429,21/09/2015,DEB,Amazon UK Marketpl,12.96,,8632.92,Amazon,Swansea,UK
6430,21/09/2015,DEB,Amazon Svcs Europe,39.11,,8645.88,Amazon,Swansea,UK
6431,21/09/2015,DEB,Amazon UK Marketpl,3.11,,8684.99,Amazon,Swansea,UK
6432,21/09/2015,DEB,Amazon UK Marketpl,1.59,,8688.1,Amazon,Swansea,UK
6433,21/09/2015,DD,VIRGIN MEDIA PYMTS,35.45,,8689.69,Bills,Swansea,UK
6434,21/09/2015,BP,SAVE THE CHANGE,0.51,,8725.14,Savings,Swansea,UK
6435,18/09/2015,DEB,Amazon UK Retail,5.49,,8725.65,Amazon,Swansea,UK
6436,16/09/2015,DEB,IBIS BRISTOL TEMPL,110,,8731.14,Hotels,Bristol,
6437,16/09/2015,DD,O2,17.41,,8841.14,Other Shopping,Swansea,UK
6438,09/09/2015,DD,LV LIFE,37.12,,8858.55,Insurance,Swansea,UK
6439,07/09/2015,DEB,LIFELOADED LTD,,62.83,8895.67,Supplementary Income,Swansea,UK
6440,07/09/2015,BP,SAVE THE CHANGE,0.45,,8832.84,Savings,Swansea,UK
6441,04/09/2015,DEB,JS ONLINE GROCERY,152.56,,8833.29,Groceries,Swansea,UK
6442,04/09/2015,DEB,Amazon UK Retail,5.99,,8985.85,Amazon,Swansea,UK
6443,04/09/2015,DEB,FGW WEBSALES,94,,8991.84,Travel,Bristol,UK
